,best_threshold,best_profit_ratio,best_profit,0.0_precision,0.0_recall,0.0_f1-score,0.0_support,1.0_precision,1.0_recall,1.0_f1-score,1.0_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,recall,precision,f1_score,model_type,params,auroc
0,0.47500000000000003,0.3810483870967742,189,0.9178470254957507,0.9283667621776505,0.923076923076923,349,0.5689655172413793,0.532258064516129,0.5499999999999999,62,0.8686131386861314,0.8686131386861314,0.8686131386861314,411,0.743406271368565,0.7303124133468897,0.7365384615384615,411,0.8652176982165025,0.8686131386861314,0.8667976792064382,411,0.532258064516129,0.5689655172413793,0.5499999999999999,xgboost,,0.8741103614012387
0,0.5,0.375,186,0.9237536656891495,0.9025787965616046,0.9130434782608696,349,0.5142857142857142,0.5806451612903226,0.5454545454545455,62,0.8540145985401459,0.8540145985401459,0.8540145985401459,411,0.7190196899874319,0.7416119789259636,0.7292490118577075,411,0.8619847776428893,0.8540145985401459,0.857592106402008,411,0.5806451612903226,0.5142857142857142,0.5454545454545455,adaboost,,0.8443479064608559
0,0.5750000000000001,0.3185483870967742,158,0.9058171745152355,0.9369627507163324,0.9211267605633803,349,0.56,0.45161290322580644,0.5,62,0.8637469586374696,0.8637469586374696,0.8637469586374696,411,0.7329085872576178,0.6942878269710694,0.7105633802816902,411,0.8536501068268059,0.8637469586374696,0.8575991227168364,411,0.45161290322580644,0.56,0.5,gradientboost,,0.8067520103521583
0,0.45,0.37701612903225806,187,0.9423076923076923,0.8424068767908309,0.8895612708018155,349,0.4444444444444444,0.7096774193548387,0.5465838509316769,62,0.8223844282238443,0.8223844282238443,0.8223844282238444,411,0.6933760683760684,0.7760421480728348,0.7180725608667462,411,0.8672042339925551,0.8223844282238443,0.8378225845926948,411,0.7096774193548387,0.4444444444444444,0.5465838509316769,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.8357981329143175
0,0.375,0.365,146,0.9462809917355371,0.8207885304659498,0.8790786948176583,279,0.42528735632183906,0.74,0.5401459854014597,50,0.8085106382978723,0.8085106382978723,0.8085106382978723,329,0.6857841740286881,0.780394265232975,0.7096123401095591,329,0.8671026276909023,0.8085106382978723,0.8275691645112452,329,0.74,0.42528735632183906,0.5401459854014597,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (5, 5), 'mlpc__learning_rate_init': 0.001}",0.8578853046594982
0,0.675,0.31,124,0.9055944055944056,0.9283154121863799,0.9168141592920355,279,0.5348837209302325,0.46,0.4946236559139785,50,0.8571428571428571,0.8571428571428571,0.8571428571428571,329,0.720239063262319,0.6941577060931899,0.705718907603007,329,0.8492553957670236,0.8571428571428571,0.8526514688090481,329,0.46,0.5348837209302325,0.4946236559139785,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 30}",0.7392473118279571
0,0.9750000000000001,0.1025,41,0.8864468864468864,0.8673835125448028,0.8768115942028986,279,0.3392857142857143,0.38,0.3584905660377359,50,0.7933130699088146,0.7933130699088146,0.7933130699088146,329,0.6128663003663004,0.6236917562724014,0.6176510801203172,329,0.8032916931093222,0.7933130699088146,0.7980394014726307,329,0.38,0.3392857142857143,0.3584905660377359,naive_bayes,{'nb__alpha': 0},0.7208960573476701
0,0.5,0.44,176,0.9391634980988594,0.8853046594982079,0.9114391143911439,279,0.5151515151515151,0.68,0.5862068965517241,50,0.8541033434650456,0.8541033434650456,0.8541033434650455,329,0.7271575066251872,0.7826523297491039,0.748823005471434,329,0.8747239870126369,0.8541033434650456,0.8620117256617489,329,0.68,0.5151515151515151,0.5862068965517241,logistic_regression,"{'lr__C': 1438.44988828766, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.8482795698924731
0,0.42500000000000004,0.3125,125,0.910394265232975,0.910394265232975,0.910394265232975,279,0.5,0.5,0.5,50,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.7051971326164874,0.7051971326164874,0.7051971326164874,329,0.8480243161094225,0.8480243161094225,0.8480243161094225,329,0.5,0.5,0.5,xtree,"{'xtree__criterion': 'entropy', 'xtree__min_samples_leaf': 1, 'xtree__min_samples_split': 2}",0.8220788530465949
0,0.17500000000000002,0.3675,147,0.9531914893617022,0.8028673835125448,0.8715953307392996,279,0.4148936170212766,0.78,0.5416666666666666,50,0.7993920972644377,0.7993920972644377,0.7993920972644377,329,0.6840425531914893,0.7914336917562724,0.7066309987029831,329,0.8713833020759232,0.7993920972644377,0.8214541963817567,329,0.78,0.4148936170212766,0.5416666666666666,xgboost,,0.8521505376344086
